496,84,38,98
495,84,38,98
495,84,38,98
494,83,38,99
493,83,39,100
493,83,39,100
493,82,39,100
492,82,39,99
492,82,39,99
490,84,38,99
490,83,39,100
490,83,38,99
488,85,38,98
488,85,38,97
487,85,38,97
487,85,38,97
486,85,38,97
486,85,38,97
485,85,38,97
485,85,38,97
484,84,38,97
484,84,38,96
483,84,38,96
483,84,38,96
483,84,38,96
482,85,38,96
481,86,37,95
479,86,37,95
478,86,37,95
477,86,38,96
476,85,38,97
474,85,38,96
474,85,37,95
473,85,37,95
472,84,37,95
472,85,37,95
471,85,38,96
470,85,38,96
469,85,37,95
469,86,38,96
468,87,38,96
467,87,37,95
467,88,37,95
466,88,37,95
466,88,37,96
464,88,37,95
464,88,37,95
463,87,37,95
462,87,38,96
462,87,37,95
461,86,38,96
460,87,38,97
460,87,38,97
459,87,38,97
458,88,38,97
457,88,37,96
455,88,37,95
454,89,37,95
453,88,37,95
451,88,37,96
450,87,37,95
450,88,37,96
448,87,38,96
448,86,38,96
448,86,37,95
448,87,38,96
447,88,38,96
446,88,38,96
445,88,38,96
443,89,38,96
442,89,38,97
442,89,38,96
442,90,37,96
440,90,37,96
439,90,37,95
439,90,37,95
438,90,37,95
436,90,37,95
436,91,36,93
435,91,36,93
435,90,36,96
433,90,36,95
433,91,36,93
432,92,37,94
431,92,36,93
431,92,36,93
429,93,36,92
427,92,36,93
424,91,36,93
423,89,35,95
423,90,35,95
421,89,36,93
419,88,37,95
418,88,37,96
417,88,37,94
417,89,36,92
416,90,36,93
414,90,36,93
413,90,36,93
412,91,36,93
410,91,36,92
406,92,33,91
405,91,32,94
405,91,32,93
404,90,34,93
404,90,32,94
403,89,32,94
402,89,32,94
402,89,32,95
402,89,32,95
402,88,32,96
397,89,34,97
397,90,33,95
392,90,36,96
393,90,36,98
389,89,39,99
389,89,39,99
390,89,39,98
388,89,39,100
387,90,38,97
386,89,38,98
386,89,38,97
381,89,43,100
381,89,40,100
381,89,41,99
379,90,41,103
377,89,41,103
378,90,41,100
376,90,41,97
375,90,40,99
374,91,40,97
374,91,40,100
374,90,40,101
373,90,41,102
373,89,41,102
373,88,41,103
373,89,41,103
373,88,41,102
371,89,41,102
372,90,41,102
373,92,40,99
372,91,40,100
372,92,40,100
372,92,40,100
373,93,39,99
371,93,40,99
371,93,40,100
368,92,44,99
369,93,43,99
369,93,43,99
370,92,42,99
370,92,42,99
368,92,44,99
368,92,44,99
369,92,44,100
369,93,44,100
369,93,44,100
369,94,44,100
368,94,44,100
369,95,44,100
369,96,44,100
369,95,44,100
369,95,44,100
369,95,44,100
369,95,44,100
369,95,44,100
369,95,44,99
369,96,44,99
369,96,43,99
369,96,43,99
369,96,43,99
369,97,44,99
369,97,43,99
368,97,44,100
368,98,44,100
368,98,44,100
368,98,44,100
367,98,44,99
370,98,42,100
370,97,42,100
369,96,43,102
369,97,42,101
368,96,43,103
368,97,43,101
368,98,43,102
368,99,43,102
367,99,43,102
367,99,43,102
367,100,43,102
366,99,43,102
366,99,43,102
366,99,43,103
365,98,43,103
365,98,43,103
365,98,43,103
365,98,43,102
364,99,42,101
364,99,42,100
364,100,42,99
364,100,41,98
363,101,41,99
363,101,42,99
362,102,42,100
361,101,42,100
361,102,42,99
360,101,42,99
359,100,42,100
359,100,42,99
359,100,42,99
359,100,42,100
357,100,42,100
357,101,42,100
357,101,42,100
356,102,42,100
355,102,42,100
354,102,42,100
354,103,42,100
354,103,42,101
353,103,42,101
352,102,42,101
351,102,42,101
351,102,42,100
350,102,42,99
350,102,42,99
349,101,42,99
349,102,42,99
348,102,41,98
347,103,41,98
346,103,41,98
346,105,41,98
345,105,41,98
344,106,40,97
343,106,41,97
342,106,41,98
341,106,41,97
340,106,41,99
339,106,41,97
338,105,41,98
337,104,41,101
337,104,41,101
336,105,40,100
336,106,41,100
335,106,41,100
335,107,40,99
335,108,40,98
335,108,39,96
334,109,39,97
333,108,40,97
333,108,40,98
332,108,39,97
331,107,40,97
330,107,39,97
329,106,39,97
328,106,40,98
328,106,40,98
327,107,40,98
326,107,40,99
325,108,40,97
324,108,40,97
323,108,40,97
322,110,39,97
321,110,39,96
320,111,39,95
320,110,39,96
319,111,39,96
318,110,39,97
317,110,39,97
317,109,40,98
316,109,40,99
315,109,40,99
314,110,39,97
314,111,39,97
314,111,39,97
313,112,39,96
312,112,39,97
311,113,39,97
311,113,39,97
310,112,40,97
309,113,39,97
309,112,39,97
308,112,39,97
307,111,39,97
306,111,39,99
306,111,39,99
305,112,39,99
305,113,39,99
303,113,39,99
303,113,39,97
303,114,39,96
302,115,39,96
299,114,39,97
297,114,39,97
296,114,40,98
295,114,40,98
294,113,40,99
293,113,40,98
293,114,40,98
292,113,40,97
292,114,40,98
291,114,40,99
290,115,40,99
289,115,40,99
285,115,41,100
284,115,40,100
283,115,41,100
280,114,40,99
281,114,40,99
281,114,40,99
281,112,37,103
281,112,37,102
280,113,37,101
279,113,37,100
278,114,39,100
277,113,39,102
277,114,39,101
275,116,39,96
271,116,39,98
270,117,39,99
269,117,39,98
268,117,39,97
267,117,40,98
266,117,40,99
265,116,40,99
265,116,39,99
264,116,39,99
263,116,39,99
263,117,39,97
262,117,40,98
263,116,40,98
262,116,40,98
262,116,41,100
262,117,41,100
261,117,41,99
261,118,40,98
260,118,41,99
260,117,41,101
259,116,42,102
259,117,42,101
258,117,41,100
253,117,42,101
254,117,41,101
253,117,41,100
253,117,41,99
253,119,40,98
254,121,37,98
253,121,37,98
252,121,37,99
251,121,38,99
250,121,38,100
249,120,38,100
248,119,38,100
248,119,38,100
248,119,38,100
247,119,38,99
246,119,42,98
245,118,42,98
245,119,42,98
245,119,42,98
244,119,42,98
243,120,42,98
243,121,42,98
242,121,42,98
240,121,43,100
239,122,42,99
238,121,43,99
236,121,42,98
235,121,42,97
234,121,42,98
234,122,42,98
233,123,42,98
233,123,42,98
231,124,42,98
231,125,42,98
230,126,42,99
228,125,43,100
226,126,43,99
225,125,43,100
223,125,43,101
222,124,44,102
220,124,43,101
219,124,43,100
218,123,43,99
217,124,43,99
216,123,43,101
215,124,44,102
214,124,44,103
214,125,44,103
212,126,44,102
211,126,44,102
211,126,44,102
210,127,44,102
209,126,44,102
207,126,43,101
207,127,43,100
206,126,43,101
205,126,43,101
203,125,44,102
202,126,43,100
202,127,43,101
201,127,43,101
200,128,43,101
198,128,45,104
197,128,44,103
197,128,45,105
196,128,44,104
194,128,45,104
193,127,44,103
191,127,44,104
190,127,44,103
189,127,44,103
188,127,44,103
187,125,44,104
186,127,44,103
185,126,44,103
184,128,44,103
184,128,44,103
183,129,44,103
183,129,44,102
183,130,43,101
181,131,43,101
180,131,44,102
179,130,44,102
179,130,44,102
178,131,43,101
177,130,44,102
175,130,43,101
174,130,44,102
173,131,44,102
172,132,43,101
172,132,44,102
171,133,44,102
169,133,44,102
168,134,44,102
166,133,44,102
164,132,44,103
163,132,44,103
162,131,44,104
161,131,45,104
161,131,45,104
160,131,45,105
159,131,45,105
158,131,45,105
158,132,45,105
157,132,45,104
157,133,44,104
155,134,44,104
155,134,45,104
154,135,45,105
153,134,45,104
152,133,45,105
151,133,45,106
151,133,45,106
150,133,45,105
149,133,45,105
149,134,45,105
148,134,45,105
148,135,45,104
146,135,44,104
146,136,45,104
146,137,45,104
145,137,44,104
144,136,44,103
143,136,45,104
142,135,44,104
142,135,45,104
140,134,44,103
140,134,44,103
141,135,44,104
142,135,43,104
141,135,43,104
141,136,43,104
141,138,42,102
140,138,42,102
139,139,42,101
139,139,42,102
139,140,42,101
138,139,43,103
138,139,42,102
137,139,42,101
137,140,42,101
135,139,42,101
135,139,42,101
134,139,42,101
133,139,42,101
133,140,42,102
133,141,42,102
131,141,42,103
131,141,43,103
130,142,43,104
129,142,43,103
127,141,42,102
126,141,42,102
126,140,42,103
125,140,42,102
124,140,42,102
124,140,42,103
123,140,42,102
123,140,43,104
122,140,43,104
122,141,43,105
121,142,43,103
120,142,43,104
119,143,43,103
119,144,42,103
119,144,42,101
118,144,42,101
117,144,42,101
117,144,42,101
117,144,42,101
116,144,42,102
115,143,43,103
114,143,43,103
113,144,43,103
114,146,42,103
113,146,42,103
112,147,42,102
111,148,42,102
111,148,42,103
110,148,42,102
109,148,43,103
108,147,42,103
107,146,42,103
107,146,43,103
107,146,43,104
107,146,43,105
106,146,44,105
106,146,44,105
106,147,43,105
105,147,43,104
105,148,43,103
105,149,42,103
105,149,42,103
104,149,42,103
104,149,43,103
103,149,43,103
102,148,43,103
102,148,43,103
102,148,43,103
102,148,42,103
101,148,42,103
100,149,42,103
100,149,43,103
100,150,43,103
99,151,43,103
99,151,43,103
98,152,43,103
97,152,43,104
96,152,43,104
95,151,43,104
94,151,43,103
94,151,43,103
94,150,43,103
93,150,43,103
93,150,43,103
91,151,43,103
90,151,43,104
90,151,43,104
89,152,43,103
88,152,43,103
87,153,43,103
87,153,43,103
86,154,43,103
84,154,43,103
83,153,43,103
82,153,43,104
82,153,43,104
81,152,43,104
80,152,43,104
79,152,43,103
79,153,42,100
78,154,42,100
78,155,42,101
77,155,42,101
77,156,42,101
75,156,43,103
75,157,42,102
74,157,43,102
73,157,42,102
72,156,42,102
71,156,42,101
70,155,42,100
69,156,42,100
69,155,42,102
68,156,42,101
67,158,41,100
66,157,42,101
65,158,43,102
64,158,43,102
64,159,42,101
64,159,42,101
63,160,42,101
61,159,42,101
60,158,43,103
59,158,43,103
58,157,43,103
57,157,43,103
56,157,43,103
56,158,43,103
55,158,43,103
55,159,43,103
53,159,43,104
52,159,43,103
51,159,43,103
50,160,43,103
49,160,43,103
48,160,43,103
47,160,43,102
46,160,42,100
45,160,41,100
43,159,42,100
42,160,41,99
41,160,41,99
39,160,41,99
38,161,41,99
36,161,41,99
35,162,41,99
34,162,41,99
33,163,41,100
32,163,41,99
31,163,41,103
32,164,38,101
30,163,37,102
29,163,38,103
24,164,40,103
23,162,40,103
23,164,41,101
22,164,41,99
20,164,41,100
19,164,42,100
18,163,42,102
